Year,Category,Shared,Winner,Individual/ Organization,Gender,Place of Birth,Country_of_Birth,Continent,Year of Birth,Age,Country represented for Nobel Prize,Short Description,Description,Universities,Image,DBpedia Link,Profile
1999,Literature,,Günter Grass,Individual,Male,Free City of Danzig,Germany,Europe,1927,72,Germany,German Novelist,"Günter Wilhelm Grass ( German: [???nt? ???as]; born 16 October 1927) is a German novelist, poet, playwright, illustrator, graphic artist, sculptor and recipient of the 1999 Nobel Prize in Literature. He is widely regarded as Germany's most famous living writer. ",,http://upload.wikimedia.org/wikipedia/commons/6/60/G%C3%BCnter_Grass_auf_dem_Blauen_Sofa.jpg,http://dbpedia.org/page/G%C3%BCnter_Grass,http://en.wikipedia.org/wiki/G%C3%BCnter_Grass
1999,Medicine / Physiology,,Günter Blobel,Individual,Male,Niegos?awice,Germany,Europe,1936,63,"Germany, United States of America",American Biologist,"Günter Blobel (born May 21, 1936) is a German biologist and 1999 Nobel Prize laureate in Physiology for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell.","University of Wisconsin, University of Tübingen",http://upload.wikimedia.org/wikipedia/commons/c/c3/Gunter_Blobel_2008_1.JPG,http://dbpedia.org/page/G%C3%BCnter_Blobel,http://en.wikipedia.org/wiki/G%C3%BCnter_Blobel
1999,Physics,,Gerard 't Hooft,Individual,Male,Den Helder,Netherlands,Europe,1946,53,Netherlands,Dutch Physicist,"Gerardus (Gerard) 't Hooft ( Dutch: [????r?rt ?t ??o?ft]; born July 5, 1946) is a Dutch theoretical physicist and professor at Utrecht University, the Netherlands. He shared the 1999 Nobel Prize in Physics with his thesis advisor Martinus J. G. Veltman ""for elucidating the quantum structure of electroweak interactions "".",,http://upload.wikimedia.org/wikipedia/commons/2/2c/Gerard_%27t_Hooft.jpg,http://dbpedia.org/page/Gerard_%27t_Hooft,http://en.wikipedia.org/wiki/Gerard_%27t_Hooft
1999,Physics,,Martinus J. G. Veltman,Individual,Male,Waalwijk,Netherlands,Europe,1931,68,Netherlands,Dutch Physicist,"Martinus Justinus Godefriedus ""Tini"" Veltman ( Dutch: [?v?ltm?n]; born June 27, 1931) is a Dutch theoretical physicist. He shared the 1999 Nobel Prize in physics with his former student Gerardus 't Hooft for their work on particle theory.",Utrecht University,http://upload.wikimedia.org/wikipedia/commons/b/b7/Martinus_Veltman.jpg,http://dbpedia.org/page/Martinus_J._G._Veltman,http://en.wikipedia.org/wiki/Martinus_J._G._Veltman
2000,Medicine / Physiology,,Eric Kandel,Individual,Male,Vienna,Austria,Europe,1929,71,"Austria, United States of America",American Neuropsychiatrist,"Eric Richard Kandel (born November 7, 1929) is an American neuropsychiatrist. He was a recipient of the 2000 Nobel Prize in Physiology or Medicine for his research on the physiological basis of memory storage in neurons. He shared the prize with Arvid Carlsson and Paul Greengard.","Harvard University, New York University",http://upload.wikimedia.org/wikipedia/commons/9/91/Eric_Kandel_World_Economic_Forum_2013.jpg,http://dbpedia.org/page/Eric_Kandel,http://en.wikipedia.org/wiki/Eric_Kandel
2000,Physics,,Zhores Alferov,Individual,Male,Vitebsk,Belarus,Europe,1930,70,"Belarus, Russia",Soviet And Russian Physicist And Academic,"Zhores Ivanovich Alferov ( Russian: ?????? ????????? ???????, [???r??s ??van?v??t? ?l?f?or?f]; Belarusian: ????? ????????? ???????; born March 15, 1930) is a Belarusian, Soviet and Russian physicist and academic who contributed significantly to the creation of modern heterostructure physics and electronics. He is the inventor of the heterotransistor and the winner of 2000 Nobel Prize in Physics. He is also a Russian politician and has been a member of the Russian State Parliament, the Duma, since 1995. Lately, he has become one of the most influential members of the Communist Party of the Russian Federation.",V. I. Ulyanov Electrotechnical Institute,http://upload.wikimedia.org/wikipedia/commons//d/de/Zhores_Alferov.jpg,http://dbpedia.org/page/Zhores_Alferov,http://en.wikipedia.org/wiki/Zhores_Alferov
2000,Literature,,Gao Xingjian,Individual,Male,Ganzhou,China,Asia,1940,60,"China, France",Writer,"Gao Xingjian ( Chinese: ???; Mandarin: [káu ??? t?i??n]; born January 4, 1940) is a Chinese émigré novelist, playwright, and critic who in 2000 was awarded the Nobel Prize for Literature “for an oeuvre of universal validity, bitter insights and linguistic ingenuity.” He is also a noted translator (particularly of Samuel Beckett and Eugène Ionesco ), screenwriter, stage director, and a celebrated painter. In 1998, Gao was granted French citizenship.",Beijing Foreign Studies University,http://upload.wikimedia.org/wikipedia/commons/0/03/Gao_Xingjian_Galerie_Simoncini_Luxembourg.jpg,http://dbpedia.org/page/Gao_Xingjian,http://en.wikipedia.org/wiki/Gao_Xingjian
2000,Physics,,Herbert Kroemer,Individual,Male,Weimar,Germany,Europe,1928,72,Germany,,"Herbert Kroemer (born August 25, 1928), a professor of electrical and computer engineering at the University of California, Santa Barbara, received his Ph.D. in theoretical physics in 1952 from the University of Göttingen, Germany, with a dissertation on hot electron effects in the then-new transistor, setting the stage for a career in research on the physics of semiconductor devices. In 2000, Dr. Kroemer, along with Zhores I. Alferov, was awarded the Nobel Prize in Physics ""for developing semiconductor heterostructures used in high-speed- and opto-electronics"". The other co-recipient of the Nobel Prize was Jack Kilby for his invention and development of integrated circuits and micro-chips.","University of Göttingen, University of Jena",,http://dbpedia.org/page/Herbert_Kroemer,http://en.wikipedia.org/wiki/Herbert_Kroemer
2000,Chemistry,,Hideki Shirakawa,Individual,Male,Tokyo,Japan,Asia,1936,64,Japan,Japanese Scientist,"Hideki Shirakawa (?? ?? Shirakawa Hideki, born in Tokyo on August 20, 1936) is a Japanese chemist and winner of the 2000 Nobel Prize in Chemistry for his discovery of conductive polymers together with physics professor Alan J. Heeger and chemistry professor Alan G. MacDiarmid at the University of Pennsylvania.",Tokyo Institute of Technology,,http://dbpedia.org/page/Hideki_Shirakawa,http://en.wikipedia.org/wiki/Hideki_Shirakawa
2000,Chemistry,,Alan MacDiarmid,Individual,Male,Masterton,New Zealand,Oceania,1927,73,"New Zealand, United States of America",Chemist,"Alan Graham MacDiarmid, ONZ (14 April 1927 – 7 February 2007) was a chemist, and one of three recipients of the Nobel Prize for Chemistry in 2000.","Victoria University - Wellington, University of Cambridge, University of Wisconsin",http://upload.wikimedia.org/wikipedia/commons/3/34/Alan_MacDiarmid_2005.017.004e_crop.tif/lossy-page1-220px-Alan_MacDiarmid_2005.017.004e_crop.tif.jpg,http://dbpedia.org/page/Alan_MacDiarmid,http://en.wikipedia.org/wiki/Alan_MacDiarmid
2000,Peace,,Kim Dae-jung,Individual,Male,Haui-do,South Korea,Asia,1925,75,"Korea, South",South Korean President,"Kim Dae-jung ( Korean pronunciation: [kimd?d?u?]; 3 December 1925 – 18 August 2009) was the 8th President of South Korea from 1998 to 2003, and the 2000 Nobel Peace Prize recipient. He came to be called the "" Nelson Mandela of Asia"" for his long-standing opposition to authoritarian rule and for his Sunshine Policy towards North Korea. ",,http://upload.wikimedia.org/wikipedia/commons//1/16/Kim_Dae-jung_%28Cropped%29.png,http://dbpedia.org/page/Kim_Dae-jung,http://en.wikipedia.org/wiki/Kim_Dae-jung
2000,Medicine / Physiology,,Arvid Carlsson,Individual,Male,Uppsala,Sweden,Europe,1923,77,Sweden,Swedish Neuroscientist,"Arvid Carlsson (born 25 January 1923) is a Swedish scientist who is best known for his work with the neurotransmitter dopamine and its effects in Parkinson's disease. For his work on dopamine, Carlsson was awarded the Nobel Prize in Physiology or Medicine in 2000, along with co-recipients Eric Kandel and Paul Greengard.",Lund University,http://upload.wikimedia.org/wikipedia/commons/6/6e/Arvid_Carlsson_2011a.jpg,http://dbpedia.org/page/Arvid_Carlsson,http://en.wikipedia.org/wiki/Arvid_Carlsson
2000,Chemistry,,Alan J. Heeger,Individual,Male,Sioux City,United States of America,North America,1936,64,United States of America,"American Chemist, Physicist","Alan Jay Heeger (born January 22, 1936) is an American physicist, academic and Nobel Prize laureate in chemistry.","University of California - Berkeley, University of Nebraska–Lincoln",,http://dbpedia.org/page/Alan_J._Heeger,http://en.wikipedia.org/wiki/Alan_J._Heeger
2000,Economics,,James Heckman,Individual,Male,Chicago,United States of America,North America,1944,56,United States of America,American Economist,"James Joseph Heckman (born 19 April 1944) is an American economist and Nobel laureate. He is the Henry Schultz Distinguished Service Professor of Economics at the and Director at the Center for the Economics of Human Development at the University of Chicago, and a Senior Research Fellow at the American Bar Foundation.","Princeton University, Colorado College",http://upload.wikimedia.org/wikipedia/commons/6/60/James_Heckman.jpg,http://dbpedia.org/page/James_Heckman,http://en.wikipedia.org/wiki/James_Heckman
2000,Economics,,Daniel McFadden,Individual,Male,Raleigh,United States of America,North America,1937,63,United States of America,Economist,"Daniel Little McFadden (born July 29, 1937) is an American econometrician who shared the 2000 Nobel Memorial Prize in Economic Sciences with James Heckman. McFadden's share of the prize was ""for his development of theory and methods for analyzing discrete choice "". He is the Presidential Professor of Health Economics at the University of Southern California and Professor of the Graduate School at University of California, Berkeley.",University of Minnesota,http://upload.wikimedia.org/wikipedia/commons//b/b4/McFadden.jpg,http://dbpedia.org/page/Daniel_McFadden,http://en.wikipedia.org/wiki/Daniel_McFadden
2000,Medicine / Physiology,,Paul Greengard,Individual,Male,New York City,United States of America,North America,1925,75,United States of America,American Neuroscientist,"Paul Greengard (born December 11, 1925) is an American neuroscientist best known for his work on the molecular and cellular function of neurons. In 2000, Greengard, Arvid Carlsson and Eric Kandel were awarded the Nobel Prize for Physiology or Medicine for their discoveries concerning signal transduction in the nervous system. He is currently Vincent Astor Professor at Rockefeller University, and serves on the Scientific Advisory Board of the Cure Alzheimer's Fund. He is married to artist Ursula von Rydingsvard.",,http://upload.wikimedia.org/wikipedia/commons/d/dd/Paul_Greengard.jpg,http://dbpedia.org/page/Paul_Greengard,http://en.wikipedia.org/wiki/Paul_Greengard
2000,Physics,,Jack Kilby,Individual,Male,Jefferson City,United States of America,North America,1923,77,United States of America,American Physicist,"Jack St. Clair Kilby (November 8, 1923 – June 20, 2005) was an American electrical engineer who took part (along with Robert Noyce ) in the realization of the first integrated circuit while working at Texas Instruments (TI) in 1958. He was awarded the Nobel Prize in physics on December 10, 2000. To congratulate him, US President Bill Clinton wrote, ""You can take pride in the knowledge that your work will help to improve lives for generations to come."" ","University of Illinois, University of Wisconsin",http://upload.wikimedia.org/wikipedia/en/c/cc/Jack_Kilby.jpg,http://dbpedia.org/page/Jack_Kilby,http://en.wikipedia.org/wiki/Jack_Kilby
2001,Physics,,Wolfgang Ketterle,Individual,Male,Heidelberg,Germany,Europe,1957,44,Germany,German Physicist,"Wolfgang Ketterle (born 21 October 1957) is a German physicist and professor of physics at the Massachusetts Institute of Technology (MIT). His research has focused on experiments that trap and cool atoms to temperatures close to or below absolute zero, and he led one of the first groups to realize Bose–Einstein condensation in these systems in 1995. For this achievement, as well as early fundamental studies of condensates, he was awarded the Nobel Prize in Physics in 2001, together with Eric Allin Cornell and Carl Wieman.","Heidelberg University, Technische Universität München, Ludwig Maximilian University of Munich, Max Planck Institute",http://upload.wikimedia.org/wikipedia/commons/e/e5/Ketterle.jpg,http://dbpedia.org/page/Wolfgang_Ketterle,http://en.wikipedia.org/wiki/Wolfgang_Ketterle
2001,Peace,,Kofi Annan,Individual,Male,Kumasi,Ghana,Africa,1938,63,Ghana,Secretary-general Of The United Nations,"Kofi Atta Annan (born 8 April 1938) is a Ghanaian diplomat who served as the seventh Secretary-General of the United Nations from January 1997 to December 2006. Annan and the United Nations were the co-recipients of the 2001 Nobel Peace Prize ""for their work for a better organized and more peaceful world."" He is the Chairman of The Elders, a group founded by Nelson Mandela.","Macalester College, Graduate Institute of International and Development Studies, Massachusetts Institute of Technology, University of Geneva, Kwame Nkrumah University",http://upload.wikimedia.org/wikipedia/commons/7/72/Kofi_Annan_2012_%28cropped%29.jpg,http://dbpedia.org/page/Kofi_Annan,http://en.wikipedia.org/wiki/Kofi_Annan
2001,Chemistry,,Ry?ji Noyori,Individual,Male,Kobe,Japan,Asia,1938,63,Japan,Japanese Chemist,"Ry?ji Noyori (?? ??,Noyori Ry?ji?, born September 3, 1938) is a Japanese chemist. He won the Nobel Prize in Chemistry in 2001. Noyori shared half of the prize with William S. Knowles for the study of chirally catalyzed hydrogenations; the second half of the Prize went to K. Barry Sharpless for his study in chirally catalyzed oxidation reactions ( Sharpless epoxidation ).","Harvard University, Kyoto University, Nagoya University",http://upload.wikimedia.org/wikipedia/commons/5/5c/Noyori_small.jpg,http://dbpedia.org/page/Ry%C5%8Dji_Noyori,http://en.wikipedia.org/wiki/Ry%C5%8Dji_Noyori
2001,Literature,,V. S. Naipaul,Individual,Male,Chaguanas,Trinidad and Tobago,South America,1932,69,Trinidad and Tobago,Writer,"Vidiadhar Surajprasad Naipaul ( /?na?p??l/ or /na??p??l/; born 17 August 1932), is a Trinidad -born Nobel Prize -winning British writer of Indian heritage known for his comic early novels set in Trinidad, his bleaker later novels of the wider world, and his autobiographical chronicles of life and travels. Naipaul has published more than 30 books, both of fiction and nonfiction, over some 50 years.",,,http://dbpedia.org/page/V._S._Naipaul,http://en.wikipedia.org/wiki/V._S._Naipaul
2001,Medicine / Physiology,,Tim Hunt,Individual,Male,Neston,United Kingdom,Europe,1943,58,United Kingdom,Biochemist,"Sir (Richard) Timothy Hunt, FRS (born 19 February 1943 in Neston, Cheshire ) is an English biochemist. He was awarded the 2001 Nobel Prize in Physiology or Medicine with Paul Nurse and Leland H. Hartwell for their discoveries of protein molecules that control the division (duplication) of cells. ",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons/a/a3/Tim_Hunt_at_UCSF_05_2009_%284%29.jpg,http://dbpedia.org/page/Tim_Hunt,http://en.wikipedia.org/wiki/Tim_Hunt
2001,Medicine / Physiology,,Paul Nurse,Individual,Male,Norwich,United Kingdom,Europe,1949,52,United Kingdom,British Biochemist,"Sir Paul Maxime Nurse, PRS, PhD (born 25 January 1949), is an English geneticist, President of the Royal Society and Chief Executive and Director of the Francis Crick Institute. He was awarded the 2001 Nobel Prize in Physiology or Medicine along with Leland Hartwell and Tim Hunt for their discoveries of protein molecules that control the division (duplication) of cells in the cell cycle. ","University of Birmingham, University of East Anglia",http://upload.wikimedia.org/wikipedia/commons/3/3d/Paul_Nurse_2007.jpg,http://dbpedia.org/page/Paul_Nurse,http://en.wikipedia.org/wiki/Paul_Nurse
2001,Chemistry,,William Standish Knowles,Individual,Male,Taunton,United States of America,North America,1917,84,United States of America,American Chemist,"William Standish Knowles (June 1, 1917 – June 13, 2012) was an American chemist. He was born in Taunton, Massachusetts. Knowles was one of the recipients of the 2001 Nobel Prize in Chemistry. He shared half the prize with Ry?ji Noyori for their work in asymmetric synthesis, specifically for his work in hydrogenation reactions. The other half was awarded to K. Barry Sharpless for his work in oxidation reactions. ","Columbia University, Harvard University",http://upload.wikimedia.org/wikipedia/commons/f/f5/Hydrogenation-Knowles1968.png,http://dbpedia.org/page/William_Standish_Knowles,http://en.wikipedia.org/wiki/William_Standish_Knowles
2001,Chemistry,,Karl Barry Sharpless,Individual,Male,Philadelphia,United States of America,North America,1941,60,United States of America,American Chemist,Karl Barry Sharpless (born 28 April 1941) is an American chemist known for his work on stereoselective reactions.,"Dartmouth College, Stanford University, Harvard University",,http://dbpedia.org/page/Karl_Barry_Sharpless,http://en.wikipedia.org/wiki/Karl_Barry_Sharpless
2001,Economics,,Joseph Stiglitz,Individual,Male,Gary,United States of America,North America,1943,58,United States of America,American Economist,"Joseph Eugene Stiglitz, ForMemRS, FBA (born February 9, 1943) is an American economist and a professor at Columbia University. He is a recipient of the Nobel Memorial Prize in Economic Sciences (2001) and the John Bates Clark Medal (1979). He is a former senior vice president and chief economist of the World Bank, and is a former member, and Chairman of the Council of Economic Advisers. He is known for his critical view of the management of globalization, free-market economists (whom he calls "" free market fundamentalists ""), and some international institutions like the International Monetary Fund and the World Bank.","Amherst College, University of Chicago, Massachusetts Institute of Technology",http://upload.wikimedia.org/wikipedia/commons/8/84/Joseph_E._Stiglitz_-_cropped.jpg,http://dbpedia.org/page/Joseph_Stiglitz,http://en.wikipedia.org/wiki/Joseph_Stiglitz
2001,Economics,,Michael Spence,Individual,Male,Montclair,United States of America,North America,1943,58,United States of America,Economist,"Andrew Michael Spence (born November 7, 1943, Montclair, New Jersey) is an American economist and recipient of the 2001 Nobel Memorial Prize in Economic Sciences, along with George A. Akerlof and Joseph E. Stiglitz, for their work on the dynamics of information flows and market development. He conducted this research while at Harvard University.","University of Oxford, Princeton University, Harvard University",http://upload.wikimedia.org/wikipedia/commons/a/a6/A_Michael_Spence.jpg,http://dbpedia.org/page/Michael_Spence,http://en.wikipedia.org/wiki/Michael_Spence
2001,Economics,,George Akerlof,Individual,Male,New Haven,United States of America,North America,1940,61,United States of America,,"George Arthur Akerlof (born June 17, 1940) is an American economist and Koshland Professor of Economics at the University of California, Berkeley. He won the 2001 Nobel Memorial Prize in Economic Sciences (shared with Michael Spence and Joseph E. Stiglitz ). In November 2014, he will join the faculty of the McCourt School of Public Policy at Georgetown University. ","Yale University, Massachusetts Institute of Technology",http://upload.wikimedia.org/wikipedia/commons/1/18/George_Akerlof.jpg,http://dbpedia.org/page/George_Akerlof,http://en.wikipedia.org/wiki/George_Akerlof
2001,Medicine / Physiology,,Leland H. Hartwell,Individual,Male,Los Angeles,United States of America,North America,1939,62,United States of America,,"Leland Harrison (Lee) Hartwell (born October 30, 1939, in Los Angeles, California ) is former president and director of the Fred Hutchinson Cancer Research Center in Seattle, Washington. He shared the 2001 Nobel Prize in Physiology or Medicine with Paul Nurse and R. Timothy Hunt, for their discoveries of protein molecules that control the division (duplication) of cells. ","California Institute of Technology, Massachusetts Institute of Technology",,http://dbpedia.org/page/Leland_H._Hartwell,http://en.wikipedia.org/wiki/Leland_H._Hartwell
2001,Peace,,United Nations,Organization,Organization,,United States of America,North America,,,,,"The United Nations ( UN ) is an intergovernmental organization established on 24 October 1945 to promote international co-operation. A replacement for the ineffective League of Nations, the organization was created following the Second World War to prevent another such conflict. At its founding, the UN had 51 member states; there are now 193. The UN Headquarters is situated in Manhattan, New York City and enjoys extraterritoriality. Further main offices are situated in Geneva, Nairobi and Vienna. The organization is financed by assessed and voluntary contributions from its member states. Its objectives include maintaining international peace and security, promoting human rights, fostering social and economic development, protecting the environment, and providing humanitarian aid in cases of famine, natural disaster, and armed conflict.",,http://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_the_United_Nations.svg,http://dbpedia.org/page/United_Nations,http://en.wikipedia.org/wiki/United_Nations
2001,Physics,,Eric Allin Cornell,Individual,Male,Palo Alto,United States of America,North America,1961,40,United States of America,American Physicist,"Eric Allin Cornell (born December 19, 1961) is an American physicist who, along with Carl E. Wieman, was able to synthesize the first Bose–Einstein condensate in 1995. For their efforts, Cornell, Wieman, and Wolfgang Ketterle shared the Nobel Prize in Physics in 2001.","Massachusetts Institute of Technology, Stanford University",http://upload.wikimedia.org/wikipedia/commons/a/a1/WiemanandCornell.jpg,http://dbpedia.org/page/Eric_Allin_Cornell,http://en.wikipedia.org/wiki/Eric_Allin_Cornell
2001,Physics,,Carl Wieman,Individual,Male,Corvallis,United States of America,North America,1951,50,United States of America,Physicist,"Carl Edwin Wieman (born March 26, 1951) is an American physicist and educationist at Stanford University and recipient of the Nobel Prize in Physics at the University of Colorado for the production, in 1995 with Eric Allin Cornell and Wolfgang Ketterle, of the first true Bose–Einstein condensate.","Massachusetts Institute of Technology, Stanford University",http://upload.wikimedia.org/wikipedia/commons/a/a1/WiemanandCornell.jpg,http://dbpedia.org/page/Carl_Wieman,http://en.wikipedia.org/wiki/Carl_Wieman
2002,Literature,,Imre Kertész,Individual,Male,Budapest,Hungary,Europe,1929,73,Hungary,Hungarian Writer,"Imre Kertész ( Hungarian: [?imr? ?k?rte?s]; born 9 November 1929) is a Hungarian author, Holocaust concentration camp survivor, and recipient of the 2002 Nobel Prize in Literature, ""for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history"". Born in Budapest, Hungary, he resides in Berlin with his wife. ",,http://upload.wikimedia.org/wikipedia/commons/8/86/Imre_Kert%C3%A9sz_%281929-%29_Hungarian_writer_II._by_Csaba_Segesv%C3%A1ri.JPG,http://dbpedia.org/page/Imre_Kert%C3%A9sz,http://en.wikipedia.org/wiki/Imre_Kert%C3%A9sz
2002,Economics,,Daniel Kahneman,Individual,Male,Tel Aviv,Israel,Asia,1934,68,"Israel, United States of America",Economist,"Daniel Kahneman ( Hebrew: ????? ????? ?, born March 5, 1934) is an Israeli-American psychologist. He shared the 2002 Nobel Memorial Prize in Economic Sciences with Vernon L. Smith. Kahneman is notable for his work on the psychology of judgment and decision-making, behavioral economics and hedonic psychology.","University of California - Berkeley, Hebrew University of Jerusalem",http://upload.wikimedia.org/wikipedia/commons//c/c8/Daniel_KAHNEMAN.jpg,http://dbpedia.org/page/Daniel_Kahneman,http://en.wikipedia.org/wiki/Daniel_Kahneman
2002,Physics,,Riccardo Giacconi,Individual,Male,Genoa,Italy,Europe,1931,71,"Italy, United States of America",,"Riccardo Giacconi (born October 6, 1931) is an Italian-American Nobel Prize -winning astrophysicist who laid the foundations of X-ray astronomy. He is currently a professor at the Johns Hopkins University.",University of Milan,http://upload.wikimedia.org/wikipedia/commons/0/03/RiccardoGiacconi.jpg,http://dbpedia.org/page/Riccardo_Giacconi,http://en.wikipedia.org/wiki/Riccardo_Giacconi
2002,Chemistry,,Koichi Tanaka,Individual,Male,Toyama,Japan,Asia,1959,43,Japan,Japanese Chemist,"Koichi Tanaka (?? ??,Tanaka K?ichi?, born August 3, 1959) is a Japanese engineer who shared the Nobel Prize in Chemistry in 2002 for developing a novel method for mass spectrometric analyses of biological macromolecules with John Bennett Fenn and Kurt Wüthrich (the latter for work in NMR spectroscopy). ",Tohoku University,,http://dbpedia.org/page/Koichi_Tanaka,http://en.wikipedia.org/wiki/Koichi_Tanaka
2002,Physics,,Masatoshi Koshiba,Individual,Male,Toyohashi,Japan,Asia,1926,76,Japan,,"Masatoshi Koshiba (?? ??,Koshiba Masatoshi?, born on September 19, 1926 in Toyohashi, Aichi) is a Japanese physicist. He jointly won the Nobel Prize in Physics in 2002.","University of Rochester, University of Tokyo",,http://dbpedia.org/page/Masatoshi_Koshiba,http://en.wikipedia.org/wiki/Masatoshi_Koshiba
2002,Medicine / Physiology,,Sydney Brenner,Individual,Male,Germiston,South Africa,Africa,1927,75,"South Africa, United Kingdom, United States of America",South African Biologist,"Sydney Brenner, CH FRS (born 13 January 1927) is a South African biologist and a 2002 Nobel prize in Physiology or Medicine laureate, shared with H. Robert Horvitz and John Sulston.","University of California - Berkeley, University of Oxford, University of the Witwatersrand",http://upload.wikimedia.org/wikipedia/commons/f/fd/EMLederberg_GStent_SBrenner_JLederberg_1965_wiki.jpg,http://dbpedia.org/page/Sydney_Brenner,http://en.wikipedia.org/wiki/Sydney_Brenner
2002,Chemistry,,Kurt Wüthrich,Individual,Male,Aarberg,Switzerland,Europe,1938,64,Switzerland,Swiss Chemist,"Kurt Wüthrich (born October 4, 1938 in Aarberg, Canton of Bern ) is a Swiss chemist / biophysicist and Nobel Chemistry laureate, known for developing Nuclear Magnetic Resonance (NMR) methods for studying biological macromolecules.","University of Basel, University of Bern",http://upload.wikimedia.org/wikipedia/commons/a/ae/Kurt_wuethrich.jpg,http://dbpedia.org/page/Kurt_W%C3%BCthrich,http://en.wikipedia.org/wiki/Kurt_W%C3%BCthrich
2002,Medicine / Physiology,,John Sulston,Individual,Male,Cambridge,United Kingdom,Europe,1942,60,United Kingdom,British Biologist And Humanist,"Sir John Edward Sulston FRS (born 27 March 1942) is a British biologist. He is a joint winner of the 2002 Nobel Prize in Physiology or Medicine. As of 2012 he is Chair of the Institute for Science, Ethics and Innovation at the University of Manchester. ",University of Cambridge,http://upload.wikimedia.org/wikipedia/commons/b/bc/John_Sulston.jpg,http://dbpedia.org/page/John_Sulston,http://en.wikipedia.org/wiki/John_Sulston
2002,Chemistry,,John Fenn,Individual,Male,New York City,United States of America,North America,1917,85,United States of America,American Chemist,"John Bennett Fenn (June 15, 1917 – December 10, 2010) was an American research professor of analytical chemistry who was awarded a share of the Nobel Prize in Chemistry in 2002. Fenn shared half of the award with Koichi Tanaka for their work in mass spectrometry. The other half of the 2002 award went to Kurt Wüthrich. Fenn's contributions specifically related to the development of electrospray ionization, now a commonly used technique for large molecules and routine liquid chromatography-tandem mass spectrometry. Early in his career, Fenn did research in the field of jet propulsion at Project SQUID, and focused on molecular beam studies. Fenn finished his career with more than 100 publications, including one book.","Berea College, Yale University",http://upload.wikimedia.org/wikipedia/commons/a/a6/John_B_Fenn01.jpg,http://dbpedia.org/page/John_Fenn_(chemist),http://en.wikipedia.org/wiki/John_Fenn_(chemist)
2002,Economics,,Vernon L. Smith,Individual,Male,Wichita,United States of America,North America,1927,75,United States of America,American Economist,"Vernon Lomax Smith (born on January 1, 1927) is professor of economics at Chapman University's Argyros School of Business and Economics and School of Law in Orange, California, a research scholar at George Mason University Interdisciplinary Center for Economic Science, and a Fellow of the Mercatus Center, all in Arlington, Virginia. Smith shared the 2002 Nobel Memorial Prize in Economic Sciences with Daniel Kahneman. He is the founder and president of the International Foundation for Research in Experimental Economics, a Member of the Board of Advisors for The Independent Institute, and a Senior Fellow at the Cato Institute in Washington D.C.. In 2004 Smith was honored with an honorary doctoral degree at Universidad Francisco Marroquín, the institution that named the Vernon Smith Center for Experimental Economics Research after him. ",,http://upload.wikimedia.org/wikipedia/commons/9/90/VernonSmith2.jpg,http://dbpedia.org/page/Vernon_L._Smith,http://en.wikipedia.org/wiki/Vernon_L._Smith
2002,Medicine / Physiology,,H. Robert Horvitz,Individual,Male,Chicago,United States of America,North America,1947,55,United States of America,American Biologist,"Howard Robert Horvitz (born May 8, 1947) is an American biologist best known for his research on the nematode worm Caenorhabditis elegans.",Massachusetts Institute of Technology,,http://dbpedia.org/page/H._Robert_Horvitz,http://en.wikipedia.org/wiki/H._Robert_Horvitz
2002,Peace,,Jimmy Carter,Individual,Male,Plains,United States of America,North America,1924,78,United States of America,President Of The United States,"James Earl "" Jimmy "" Carter, Jr. (born October 1, 1924) is an American politician and member of the Democratic Party who served as the 39th President of the United States from 1977 to 1981 and was awarded the 2002 Nobel Peace Prize. Carter, raised in rural Georgia, was a peanut farmer, served two terms as a Georgia State Senator and one as the Governor of Georgia, from 1971 to 1975. He was elected President in 1976, running as an outsider who promised truth in government in the wake of the Watergate scandal. He is the second oldest (after George H. W. Bush ) of America's four living former presidents.",,http://upload.wikimedia.org/wikipedia/commons/5/5a/JimmyCarterPortrait2.jpg,http://dbpedia.org/page/Jimmy_Carter,http://en.wikipedia.org/wiki/Jimmy_Carter
2002,Physics,,Raymond Davis Jr.,Individual,Male,Washington D.C.,United States of America,North America,1914,88,United States of America,American Scientist,"Raymond (Ray) Davis, Jr. (October 14, 1914 – May 31, 2006) was an American chemist, physicist, and Nobel Prize in Physics laureate. ","Yale University, University of Maryland",http://upload.wikimedia.org/wikipedia/commons/a/a8/Raymond_Davis%2C_Jr_2001.jpg,"http://dbpedia.org/page/Raymond_Davis,_Jr.","http://en.wikipedia.org/wiki/Raymond_Davis,_Jr."
2003,Peace,,Shirin Ebadi,Individual,Female,Hamadan,Iran,Asia,1947,56,Iran,Iranian Lawyer And Human Rights Activist,"Shirin Ebadi ( Persian: ????? ????? ? Širin Eb?di; born 21 June 1947) is an Iranian lawyer, a former judge and human rights activist and founder of Defenders of Human Rights Center in Iran. On 10 October 2003, Ebadi was awarded the Nobel Peace Prize for her significant and pioneering efforts for democracy and human rights, especially women's, children's, and refugee rights. She was the first ever Iranian to receive the prize.",University of Tehran,http://upload.wikimedia.org/wikipedia/commons/c/c1/Shirin_Ebadi_on_Poletik.jpg,http://dbpedia.org/page/Shirin_Ebadi,http://en.wikipedia.org/wiki/Shirin_Ebadi
